Inteiro Teor;Título;Estágio;Órgão;Amostras
https://pje.trt2.jus.br/jurisprudencia/4efe40492cc1103bca9c22cad28de2dc;Processo RORSum - 1000543-19.2022.5.02.0362;Acórdão - Data de assinatura: 07/12/2023;Relator(a): Maria de Lourdes Antonio;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/10a272ba6afc225d53f64fd8e40028b1;Processo ROT - 1000390-21.2022.5.02.0609;Acórdão - Data de assinatura: 07/12/2023;Relator(a): Marcos Cesar Amador Alves;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/d6e01a27db948fba7c067636fa07324c;Processo ATOrd - 1000731-31.2023.5.02.0603;Sentença - Data de assinatura: 07/12/2023;Órgão julgador: 3ª Vara do Trabalho de São Paulo - Zona Leste;• Em seu depoimento pessoal, a reclamante confessa que recebia alimentação (arroz, feijão, farinha, carne ou frango, salada, fruta).Por estas razões, diante do cumprimento normativo, julgo improcedente o pedido de vale alimentação....
https://pje.trt2.jus.br/jurisprudencia/48db5af8ade8b7ed2958aea953b389dc;Processo ROT - 1000559-09.2022.5.02.0059;Acórdão - Data de assinatura: 07/12/2023;Relator(a): Mauro Vignotto;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/404edc3990412400836a6e0f5a3b4448;Processo ATOrd - 1000277-27.2023.5.02.0029;Sentença - Data de assinatura: 07/12/2023;Órgão julgador: 29ª Vara do Trabalho de São Paulo;• A reclamada alega que sempre forneceu refeições balanceadas adequadas à autora, em estrito cumprimento às normas regulamentadoras do PAT, composta de arroz, feijão, salada e uma proteína, além de sucos e frutas.  Nega que consistiam em lanches e sanduíches....
https://pje.trt2.jus.br/jurisprudencia/051b4ab72b9d8059186f1813f536a0d9;Processo ROT - 1000494-98.2023.5.02.0052;Acórdão - Data de assinatura: 07/12/2023;Relator(a): Ana Paula Scupino Oliveira;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/07a5ad2bb71ad970272d2291e63d2a99;Processo ATOrd - 1001374-77.2023.5.02.0606;Sentença - Data de assinatura: 07/12/2023;Órgão julgador: 6ª Vara do Trabalho de São Paulo - Zona Leste;• A reclamante alegou que de segunda a sexta-feira eram oferecidas refeições consistentes em arroz, feijão, salada, uma proteína e suco. Por outro lado, aos sábados e domingos, a reclamada oferecia aos empregados um sanduíche, porção de fritas e bebida, o que não pode ser considerado refeição. Requereu o pagamento de vale-refeição relativamente aos sábados e domingos trabalhados, conforme Cláusula 44ª da CCT....
https://pje.trt2.jus.br/jurisprudencia/0b639bec36fffb108da3e0c00a214813;Processo ATSum - 1001240-30.2023.5.02.0063;Sentença - Data de assinatura: 06/12/2023;Órgão julgador: 63ª Vara do Trabalho de São Paulo;"• Em seu depoimento pessoal, o autor declarou que era auxiliar de alimentação na reclamada e, como tal, fazia higienização e corte de frutas, verduras, fazia arroz, temperos, carregava e descarregava veículos que transportava da cozinha até a praça de alimentação; que tinha meses em que ficava na praça, em outros nas panelas, em outros no café, fazendo rodízio das atividades; que depois do serviço de refeição , ficava higienizando a cozinha (limpar chão, pia, geladeira, forno, etc..."
https://pje.trt2.jus.br/jurisprudencia/0047df503042215b5b1985a873b0beff;Processo ROT - 1001105-96.2022.5.02.0501;Acórdão - Data de assinatura: 06/12/2023;Relator(a): Jomar Luz de Vassimon Freitas;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/4df43ecff2dc75542d65ee250d713830;Processo ATOrd - 1000511-55.2023.5.02.0434;Sentença - Data de assinatura: 06/12/2023;Órgão julgador: 4ª Vara do Trabalho de Santo André;• Destaco que o fornecimento de um lanche ou de uma salada e uma carne grelhada, conforme depoimento testemunhal, notoriamente, não configura refeição “do tipo prato comercial”, a qual é conhecida por conter alimentos tais como arroz, feijão, macarrão, batata, salada e proteínas variadas (carne de vaca, carne de frango, peixe etc), propiciando uma alimentação completa nutricionalmente e diversificada....
https://pje.trt2.jus.br/jurisprudencia/9ac16a1b23b0bc9d029edde7d1a2d0cf;Processo ATOrd - 1001141-17.2023.5.02.0433;Sentença - Data de assinatura: 06/12/2023;Órgão julgador: 3ª Vara do Trabalho de Santo André;"• Em audiência, o reclamante disse que ""a empresa fornecia como refeição batata frita, lanche e refrigerante, não forncendo (sic) arroz, feijão nem fruta""...."
https://pje.trt2.jus.br/jurisprudencia/04af9b73c3f7a26e69e5ff76c2a5e06c;Processo ROT - 1000716-25.2022.5.02.0271;Acórdão - Data de assinatura: 06/12/2023;Relator(a): Regina Aparecida Duarte;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/7206b01b9bd55f68a022aa83b2a96530;Processo ATOrd - 1001444-05.2021.5.02.0432;Sentença - Data de assinatura: 05/12/2023;Órgão julgador: 2ª Vara do Trabalho de Santo André;• Entende-se por refeição comercial um prato composto de arroz, feijão, salada e algum tipo de proteína. A substituição da refeição pelo lanche, batata frita e refrigerante, disponibilizados pela reclamada, incontroverso, representa infração à norma coletiva, em razão da ausência de fornecimento de alimentação nutricional adequada....
https://pje.trt2.jus.br/jurisprudencia/8bab6dfaf324067773e119d73aea6914;Processo ATOrd - 1000052-72.2023.5.02.0363;Sentença - Data de assinatura: 04/12/2023;Órgão julgador: 3ª Vara do Trabalho de Mauá;"• ainda sentia dores e foi encaminhada para fisioterapia; que o médico orientou que talvez não tenha sido aceita, pois estava vencido e disse que iria tentar novamente; que a depoente disse que se não conseguisse iria tentar afastamento novamente, ela disse que se não conseguisse retornar iria tentar novo afastamento; que o inss negou, e a depoente recorreu; que a depoente trabalhou antes da reclamada: como doméstica, e trabalhou na WF (por 4 ou 5 meses); que a depoente carregava peso diariamente, fazia 10 kg de arroz..."
https://pje.trt2.jus.br/jurisprudencia/69fb9f0a6a2beff23b12f1595733c84d;Processo ATOrd - 1000170-59.2023.5.02.0521;Sentença - Data de assinatura: 04/12/2023;Órgão julgador: Vara do Trabalho de Arujá;"• Conforme apurado pelo jurisperito, o autor tinha como tarefas, no curso do contrato, “efetuar o carregamento dos caminhões com caixas de produtos alimentícios; - Movimentava o palete com caixas, pacotes e fardos de arroz, feijão, óleo, leite e outros; - O peso das caixas, pacotes ou fardos, variava de 01 a 30 kg; - Utilizava a paleteira hidráulica.”..."
https://pje.trt2.jus.br/jurisprudencia/752982b0d79896b5a29b24147be13e3e;Processo ATOrd - 1001124-67.2023.5.02.0372;Sentença - Data de assinatura: 04/12/2023;Órgão julgador: 2ª Vara do Trabalho de Mogi das Cruzes;"• Nesse ponto, com base nas declarações das pessoas presentes à vistoria, o expert constatou que o demandante desempenhava as seguintes atividades: “a) cortar legumes; b) preparar; saladas e guarnições; c) cozer arroz, feijão e outras misturas; d) eventualmente, lavar utensílios de cozinha; e) eventualmente, lavar forno e grelhas; f) eventualmente, lavar o piso da cozinha.”..."
https://pje.trt2.jus.br/jurisprudencia/de849cfd9ee8598ef9f2d7b502f7037e;Processo ATOrd - 1000635-29.2022.5.02.0707;Sentença - Data de assinatura: 04/12/2023;Órgão julgador: 7ª Vara do Trabalho de São Paulo - Zona Sul;"• Keila chamar a depoente de ""burra"" quando esta mandou um pedido errado de arroz a um cliente; que a depoente estava no balcão onde os pedidos são montados; que tal ocorreu por volta das 13h/14h; que o Sr. Daniel estava do lado de fora do balcão e a Sra...."
https://pje.trt2.jus.br/jurisprudencia/4a82c8d20c258e5e8091d41878e9386d;Processo - 1001225-81.2022.5.02.0391;Acórdão - Data de assinatura: 01/12/2023;Relator(a): Wilson Fernandes;Ementa:
https://pje.trt2.jus.br/jurisprudencia/ea252aecb68f6691a0a2a811c5f7340b;Processo ATOrd - 1001166-40.2023.5.02.0462;Sentença - Data de assinatura: 01/12/2023;Órgão julgador: 2ª Vara do Trabalho de São Bernardo do Campo;"• A parte autora pleiteia a condenação da ré ao pagamento de indenização por danos morais sob a alegação de que ""durante todo o contrato de trabalho fornecia o almoço, ou seja, havia um cozinheiro que preparava a refeição, porém a comida sempre foi servida estragada, arroz e feijão azedo, assim como a carne e os demais alimentos (...). Se não bastasse o local era precário, não havia papel higiênico, sempre faltava água e assim não tinha água nas descargas""...."
https://pje.trt2.jus.br/jurisprudencia/c122913729820ebf7da86f3ae4742652;Processo - 1001376-92.2022.5.02.0473;Acórdão - Data de assinatura: 01/12/2023;Relator(a): Eliane Aparecida da Silva Pedroso;Ementa:
https://pje.trt2.jus.br/jurisprudencia/c0c347425003498647eceb1ff13f49e1;Processo ROT - 1001647-12.2021.5.02.0611;Acórdão - Data de assinatura: 30/11/2023;Relator(a): Danielle Santiago Ferreira da Rocha;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/1eb39cc89553c5f215d61b2981796266;Processo ATOrd - 1001518-34.2021.5.02.0020;Sentença - Data de assinatura: 30/11/2023;Órgão julgador: 20ª Vara do Trabalho de São Paulo;• Tanto é assim que, como ‘propagandista-vendedora’, a Reclamante fazia visitas a médicos para apresentação dos produtos comercializados pela Ré, ou seja, medicamentos e produtos alimentícios de propriedade funcional e/ou de saúde – diversos, portanto, dos comercializados pela cooperativa (alimentos em geral, como feijão, leite, arroz, água sanitária, desinfetante)....
https://pje.trt2.jus.br/jurisprudencia/4be8f6ee1b56f6bc5265b8df01fd623f;Processo ROT - 1001550-27.2022.5.02.0433;Acórdão - Data de assinatura: 30/11/2023;Relator(a): Mauro Vignotto;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/bd881e793586897ba5b8595db7740d06;Processo ATSum - 1001017-73.2023.5.02.0032;Sentença - Data de assinatura: 30/11/2023;Órgão julgador: 32ª Vara do Trabalho de São Paulo;"• Esta atividade consistia em preparar arroz, feijão, purê, legumes, carnes e assados em geral; Preparava o café dos funcionários, diariamente; Lavava louças, diariamente. Esta atividade consistia em lavar panelas, pratos, talheres e outros utensílios, com detergente que não se lembra do nome; Fazia a lavação do piso, diariamente...."
https://pje.trt2.jus.br/jurisprudencia/2da097fb7811644a688ed87170afb7a5;Processo ROT - 1001027-06.2021.5.02.0027;Acórdão - Data de assinatura: 29/11/2023;Relator(a): Andreia Paola Nicolau Serpa;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/e952c73d1cd55373d4836bcf489c74ad;Processo ATOrd - 1001795-46.2022.5.02.0204;Sentença - Data de assinatura: 28/11/2023;Órgão julgador: 4ª Vara do Trabalho de Barueri;"• fixas aos domingos, e trabalhou em sábados alternados das 07:00 horas as 15:20 horas; mostrado o documento de fls. 277, não se recorda de ter trabalhado neste período no turno vespertino; reconhece a sua assinatura no referido documento; a anotação da jornada era feita pela nutricionista, cujo nome não se recorda; explica que quando fazia a jornada das 08:00 horas às 16:48 horas, quando ultrapassava a jornada em 10/15 minutos, tal registro não era feito pela nutricionista; o depoente era cozinheiro, fazendo arroz..."
https://pje.trt2.jus.br/jurisprudencia/60ca787aa31cee66d420b4f6eb39e2ba;Processo ATOrd - 1000187-65.2023.5.02.0434;Sentença - Data de assinatura: 27/11/2023;Órgão julgador: 4ª Vara do Trabalho de Santo André;• Destaco que o fornecimento de um lanche ou de uma salada e uma carne grelhada, conforme retratado às fls. 472, notoriamente, não configura refeição “do tipo prato comercial”, a qual é conhecida por conter alimentos tais como arroz, feijão, macarrão, batata, salada e proteínas variadas (carne de vaca, carne de frango, peixe etc), propiciando uma alimentação completa nutricionalmente e diversificada....
https://pje.trt2.jus.br/jurisprudencia/93f0dfb0b07a5edadb9a18877fbcf0a3;Processo ROT - 1000780-31.2021.5.02.0025;Acórdão - Data de assinatura: 27/11/2023;Relator(a): Francisco Ferreira Jorge Neto;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/93b1335fed53c9ee5a1faf9c4eda0fd2;Processo ROT - 1000279-13.2017.5.02.0318;Acórdão - Data de assinatura: 24/11/2023;Relator(a): Carla Maria Hespanhol Lima;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/6962e8d0e30de4ec84a41123d82c256f;Processo ATOrd - 1000016-13.2023.5.02.0013;Sentença - Data de assinatura: 23/11/2023;Órgão julgador: 13ª Vara do Trabalho de São Paulo;"• O Expert anexou documento de próprio punho da Reclamante descrevendo que desempenhava as seguintes atividades: preparação de feijão, arroz, macarrão e colocando para cozinhar; elaboração de saladas, com tomate, alface, cebola e etc., elaboração de pão, colocando no forno para assar; reposição de comida no banho maria; utilizava esfregão, rodo, pano, balde, desincrustante, limpa alumínio, água sanitária, detergente, bem como entrava na câmara resfriada, para retirada..."
https://pje.trt2.jus.br/jurisprudencia/7df34bae78b0703aa65a932a60bc6ed6;Processo ROT - 1000290-20.2022.5.02.0301;Acórdão - Data de assinatura: 23/11/2023;Relator(a): Renata de Paula Eduardo Beneti;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/3c37f837964aa6c79a4dd30f4f144024;Processo ROT - 1000806-82.2022.5.02.0481;Acórdão - Data de assinatura: 23/11/2023;Relator(a): Gerti Baldomera de Catalina Perez Greco;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/c1dd5056bfb2843f7ecfb70b83fc6f26;Processo RORSum - 1001178-80.2022.5.02.0303;Acórdão - Data de assinatura: 22/11/2023;Relator(a): Sonia Maria Forster do Amaral;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/3bb4c13a1f81955d29f92a0a5f8d1096;Processo ATOrd - 1000937-91.2023.5.02.0717;Sentença - Data de assinatura: 17/11/2023;Órgão julgador: 17ª Vara do Trabalho de São Paulo - Zona Sul;"• ALAN HENRIQUE OLIVEIRA SILVA, ouvida a rogo do autor, afirmou que ""acha que levavam um mil quilos; tinha de arroz e açúcar; iam e voltavam umas 10 vezes para fazer reposição com palet; quando abria o mercado podia continuar fazendo essas viagens; o reclamante também pegava esse peso e fazia essas viagens; só tinha conhecimento da lesão no pé do reclamante de vista, pois o via mancando; que trabalho reclamante trabalhou apenas no depósito quando o depoente saiu; cada saco com produtos tinha uns 20 ou 25 sacos..."
https://pje.trt2.jus.br/jurisprudencia/6c0cc1c14718b78b2944e46a532cbc17;Processo ATSum - 1001002-94.2023.5.02.0003;Sentença - Data de assinatura: 17/11/2023;Órgão julgador: 3ª Vara do Trabalho de São Paulo;• Cito como exemplo rotineiro o trabalho desempenhado em lava-jatos, arrozais, em atividades de pesca e drenagem de areais, nas quais o contato constante do trabalhador com ambientes ensopados ou com alto nível de umidade no ar mostra-se responsável pelo surgimento de moléstias prejudiciais a sua saúde....
https://pje.trt2.jus.br/jurisprudencia/fb289397b38503a82b566914b957dae9;Processo ROT - 1000144-47.2023.5.02.0461;Acórdão - Data de assinatura: 16/11/2023;Relator(a): Renata de Paula Eduardo Beneti;Ementa:
https://pje.trt2.jus.br/jurisprudencia/0fac8879463786d3a9696555d59b4e60;Processo RORSum - 1000462-94.2023.5.02.0084;Acórdão - Data de assinatura: 16/11/2023;Relator(a): Susete Mendes Barbosa de Azevedo;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/b95c93676480b7917f31320b1f390d82;Processo ATSum - 1001139-78.2023.5.02.0067;Sentença - Data de assinatura: 16/11/2023;Órgão julgador: 67ª Vara do Trabalho de São Paulo;"• No mesmo sentido, o senhor Francisco Ianson Werder, testemunha ouvida a rogo do autor, que também foi dispensado por justa causa em razão da mesma conduta atribuída ao obreiro, disse “que a empresa teve acesso a um vídeo e por entender que estavam ferindo o código de ética e fazendo churrasco; que a refeição consistia em arroz, feijão, carne; que não havia comércio no local; que havia um microondas no local mas quase não funcionava; que fizeram a carne na grelha; que improvisaram..."
https://pje.trt2.jus.br/jurisprudencia/046dbf3b4362aab22c04141a9a472055;Processo ATSum - 1000524-48.2023.5.02.0048;Sentença - Data de assinatura: 14/11/2023;Órgão julgador: 48ª Vara do Trabalho de São Paulo;• Relata que era o mesmo alimento dos menores (recolhidos), havendo arroz, feijão, carne, salada e sobremesa.Dessa forma, considerando os termos da clausula 9ª das CCT´s, rejeito o pedido....
https://pje.trt2.jus.br/jurisprudencia/de09ff004881302a2bd559da82dbbdc3;Processo ATOrd - 1000940-46.2022.5.02.0502;Sentença - Data de assinatura: 13/11/2023;Órgão julgador: 2ª Vara do Trabalho de Taboão da Serra;• Ademais, dos depoimentos colhidos se verifica que o “de cujus” efetivamente transportava fardos de arroz em carrinhos com peso significativo, o que pode sim ter agravado o seu quadro, como relatou a perita do juízo. Por todo o exposto, não resta outra solução senão o acolhimento da conclusão do laudo pericial....
https://pje.trt2.jus.br/jurisprudencia/32a671388e94741a617e9e258b5422cc;Processo ROT - 1000434-06.2022.5.02.0491;Acórdão - Data de assinatura: 10/11/2023;Relator(a): Willy Santilli;Ementa:
https://pje.trt2.jus.br/jurisprudencia/ceaed20ba07a0b425f2f9c4cbc895327;Processo ATSum - 1000514-51.2023.5.02.0291;Sentença - Data de assinatura: 10/11/2023;Órgão julgador: 1ª Vara do Trabalho de Franco da Rocha;• A testemunha Thiago relatou que eram os próprios empregados que forneciam o almoço, mas que já havia comprado arroz para a empresa.O fato do sr. Thiago ter comprovado arroz para a empresa não demonstra que a reclamada cumpria a determinação da norma coletiva....
https://pje.trt2.jus.br/jurisprudencia/447bc97f1223a06b24f599c2fc20c7b5;Processo ATOrd - 1000785-27.2022.5.02.0087;Sentença - Data de assinatura: 10/11/2023;Órgão julgador: 87ª Vara do Trabalho de São Paulo;• Como estoquista guardava toda a compra do supermercado, arroz, feijão, assim como ia a câmaras frias guardar carnes e legumes. Entrava duas a três vezes por dia na câmara fria. Mínimo 20 minuto a 30 minutos e máximo de 01h00 dentro da câmara fria....
https://pje.trt2.jus.br/jurisprudencia/aefe788525b394ad99e460325aa15de6;Processo ATSum - 1000567-76.2023.5.02.0341;Sentença - Data de assinatura: 09/11/2023;Órgão julgador: 1ª Vara do Trabalho de Itaquaquecetuba;"• a refeição dos funcionários que consiste em arroz, feijão e uma mistura;”Isto posto, julgo improcedente o pedido. DA JUSTIÇA GRATUITA..."
https://pje.trt2.jus.br/jurisprudencia/c40636616cb17f1327be84d5600e2b8c;Processo ATOrd - 1000390-20.2023.5.02.0501;Sentença - Data de assinatura: 09/11/2023;Órgão julgador: 1ª Vara do Trabalho de Taboão da Serra;• É o que o Autor afirmou em seu depoimento pessoal: “que como repositor de mercadorias, trabalhava na mercearia, repondo mercadorias (macarrão, arroz, feijão etc)”.O contato eventual não dá ensejo ao adicional de insalubridade, mas apenas o intermitente....
https://pje.trt2.jus.br/jurisprudencia/554d48220a352d2a6c24ea21c1d20b49;Processo ATOrd - 1000392-84.2021.5.02.0072;Sentença - Data de assinatura: 09/11/2023;Órgão julgador: 72ª Vara do Trabalho de São Paulo;• Fazia o arroz, feijão, preparava as saladas. E na parte da tarde atendia sempre em a lá carte. As misturas fritavam na hora em chapa.Trabalhavam em 3 pessoas pela manhã, na parte da tarde 2 pessoas e no período noturno de1 a 2 pessoas....
https://pje.trt2.jus.br/jurisprudencia/1b1c4acda56fe88da4a1ba4fb4624d54;Processo ATOrd - 1000373-10.2023.5.02.0363;Sentença - Data de assinatura: 09/11/2023;Órgão julgador: 3ª Vara do Trabalho de Mauá;"• Willienson, afirmou que “fazia carregamento de óleo, arroz, produtos de limpeza da 3ª reclamada; que ficavam 4 pessoas da 2ª reclamada para liberação das mercadorias”.O termo de quitação, que encerrou o contrato existente entre a 2ª e 3ª reclamadas, foi assinado em 30/03/2022 (fls.393 do PDF), portanto, após o término do vínculo com o autor...."
https://pje.trt2.jus.br/jurisprudencia/dc3352dd8f342eb14ca61b6c7333f987;Processo ATSum - 1000574-68.2023.5.02.0341;Sentença - Data de assinatura: 09/11/2023;Órgão julgador: 1ª Vara do Trabalho de Itaquaquecetuba;"• a refeição dos funcionários que consiste em arroz, feijão e uma mistura;”Isto posto, julgo improcedente o pedido, por restar comprovado o fornecimento da alimentação in natura...."
https://pje.trt2.jus.br/jurisprudencia/771afd0aeb3f18a6e04456cc0d42b7a8;Processo ATSum - 1000513-97.2022.5.02.0001;Sentença - Data de assinatura: 08/11/2023;Órgão julgador: 1ª Vara do Trabalho de São Paulo;"• Tal declaração foi confirmada pela testemunha trazida pela Reclamada, ao relatar que: “era servida uma refeição com arroz, feijão e mistura; que a autora jantava junto com todos; que o depoente chegava as 18h00, jantava por 01 hora e saía pra entrega; que a autora jantava nesse horário (...)”.Desta feita, INDEFIRO os pedidos nº “4” e “5” da exordial...."
https://pje.trt2.jus.br/jurisprudencia/597c2e484dfd43f74d0ea2444050134d;Processo - 1000993-21.2022.5.02.0601;Acórdão - Data de assinatura: 08/11/2023;Relator(a): Alcina Maria Fonseca Beres;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/4dfa85ba8c8cb7ec34184c83d0287936;Processo ATOrd - 1000076-44.2023.5.02.0026;Sentença - Data de assinatura: 08/11/2023;Órgão julgador: 26ª Vara do Trabalho de São Paulo;"• • Efetuar o pré-preparo de verduras e legumes lavando, picando, cozinhando, conforme receita;• Confeccionar pratos e molhos usando fogão, fritadeira, liquidificador, e utensílios de cozinha em geral;• Preparar arroz..."
https://pje.trt2.jus.br/jurisprudencia/8667998b44b5c550782619b397059852;Processo - 1000353-07.2022.5.02.0055;Acórdão - Data de assinatura: 07/11/2023;Relator(a): Ana Maria Moraes Barbosa Macedo;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/70060a49ddc02b4d61d25148a48cf390;Processo ATOrd - 1001022-46.2023.5.02.0016;Sentença - Data de assinatura: 07/11/2023;Órgão julgador: 16ª Vara do Trabalho de São Paulo;• Afirma que residia em alojamento sem qualquer estrutura, que diversas vezes dormia em cima de papelão ou sacos de cimento, submetido a alimentação à base de arroz com linguiça.Em relação aos salários, conforme decidido acima, de fato, não há prova do pagamento....
https://pje.trt2.jus.br/jurisprudencia/f82185cb6392e16330eb7bf004c44d4a;Processo ATOrd - 1000481-95.2023.5.02.0021;Sentença - Data de assinatura: 06/11/2023;Órgão julgador: 21ª Vara do Trabalho de São Paulo;"• No tocante ao vale-refeição, alegou a reclamada que ""a partir de Outubro de 2012 passou a fornecer alimentação composta de arroz, feijão, salada e uma proteína, popularmente conhecido como “prato comercial”, além de sucos e frutas, conforme comprova a documentação anexa...."
https://pje.trt2.jus.br/jurisprudencia/26388541218fa0a9e783885329f61b26;Processo ATOrd - 1000490-51.2023.5.02.0023;Sentença - Data de assinatura: 06/11/2023;Órgão julgador: 23ª Vara do Trabalho de São Paulo;• O reclamante afirma na própria petição inicial que poderia optar entre os lanches comercializados pela empresa ou arroz, feijão e hambúrgueres (proteína).Cumprida a obrigação de fornecer a refeição ao reclamante, rejeito o pedido....
https://pje.trt2.jus.br/jurisprudencia/1f32bd14de3092fd79ce4db5abe07365;Processo ATOrd - 1000469-69.2023.5.02.0607;Sentença - Data de assinatura: 06/11/2023;Órgão julgador: 7ª Vara do Trabalho de São Paulo - Zona Leste;• Além disso, carrega panelas, caixas de frutas, fardos de arroz e feijão com mais de 25 quilos. Sendo assim, considerando que a reclamada não cumpriu com as obrigações do contrato, requer a aplicação da rescisão indireta por culpa da reclamada e condenação ao pagamento das verbas rescisórias....
https://pje.trt2.jus.br/jurisprudencia/f1cacc08eea925f6a5ee9643a4ca49d1;Processo RORSum - 1000173-97.2023.5.02.0461;Acórdão - Data de assinatura: 06/11/2023;Relator(a): Homero Batista Mateus da Silva;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/bbe41a32a97900fd3257428663b97097;Processo ATOrd - 1000516-86.2023.5.02.0431;Sentença - Data de assinatura: 01/11/2023;Órgão julgador: 1ª Vara do Trabalho de Santo André;• E a testemunha trazida pela autora confirmou que a reclamada fornecia lanche, batata e bebida (refrigerante), bem como que não eram servidos salada, arroz, frutas ou sucos. Dessa forma, restou comprovado que a reclamada não fornecia a refeição descrita na norma coletiva e também não há prova de que a ré facultou ao empregado o direito de receber o vale-refeição previsto na norma coletiva. Correta a sentença....
https://pje.trt2.jus.br/jurisprudencia/88fbcac564b6a6c06eb19c241e85ca9f;Processo ROT - 1000786-05.2022.5.02.0445;Acórdão - Data de assinatura: 01/11/2023;Relator(a): Regina Celia Marques Alves;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/461e2a8033458ed2b5a669c7cbc25e73;Processo ATSum - 1001265-80.2023.5.02.0374;Sentença - Data de assinatura: 01/11/2023;Órgão julgador: 4ª Vara do Trabalho de Mogi das Cruzes;"• reclamante; que trabalhava das 15h ao fechamento, às 22h; que a reclamante trabalhava das 9h às 17h, 6x1, sendo dois domingos por mês; que domingo e feriado da escala era de 11h às 20h; que das 15h às 22h trabalhavam Carla e Marcele; que Carla e Marcele chegavam às 15h; que não era necessário fazer horas extras porque o shopping não tinha movimento; que a reclamada fornecia pastel e as empregadas podiam trocar em restaurantes próximos do shopping, o que faziam quatro a cinco vezes por semana; que a reclamante comia arroz..."
https://pje.trt2.jus.br/jurisprudencia/19ff3577988fcadcf56e7dd80177529b;Processo RORSum - 1000689-14.2023.5.02.0463;Acórdão - Data de assinatura: 31/10/2023;Relator(a): Willy Santilli;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/f4559e411bcf0d2c888666853d7d00c8;Processo ROT - 1000557-15.2021.5.02.0046;Acórdão - Data de assinatura: 31/10/2023;Relator(a): Willy Santilli;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/3b7885c4071e8179ffff94b5d14b7db7;Processo ATOrd - 1000086-48.2023.5.02.0007;Sentença - Data de assinatura: 30/10/2023;Órgão julgador: 7ª Vara do Trabalho de São Paulo;• E. 4 - TAREFAS EXECUTADAS PELO RECLAMANTE:Durante todo o período imprescrito, o Reclamante se ativou exercendo as funções de ‘Assistente de Sushi e Sushiman III’, executando as tarefas abaixo descritas:Realiza o preparo dos alimentos, pokes, enrolados, sushi, arroz, entre...
https://pje.trt2.jus.br/jurisprudencia/d8db3ef0cd10d85ef905c5ce8a39f6c7;Processo - 1000094-53.2021.5.02.0473;Acórdão - Data de assinatura: 27/10/2023;Relator(a): Cesar Augusto Calovi Fagundes;Amostras do Inteiro Teor:
https://pje.trt2.jus.br/jurisprudencia/1f860cadeb2639eb9b93aa0745728471;Processo ATOrd - 1001076-75.2022.5.02.0071;Sentença - Data de assinatura: 27/10/2023;Órgão julgador: 71ª Vara do Trabalho de São Paulo;• No caso, não restou comprovado o fornecimento de refeições com arroz e feijão, como informou a preposta da ré. Em contestação, a reclamada informa que fornecia hambúrgueres, batata frita, sorvetes, refrigerante, água e também salada aos empregados, com opção de carne de hambúrguer ou frango....
https://pje.trt2.jus.br/jurisprudencia/1eb614e0aba449548afc576b21f85521;Processo ATOrd - 1000593-40.2023.5.02.0708;Sentença - Data de assinatura: 27/10/2023;Órgão julgador: 8ª Vara do Trabalho de São Paulo - Zona Sul;• e rechear pães✓ Preparar sucos, leites, café com leite✓ Cortar legumes e carnes segundo especificações dos pratos a serem preparados✓ Cozinhar arroz...
https://pje.trt2.jus.br/jurisprudencia/af6feeae0bf80066b51d2a386f879595;Processo ATOrd - 1001339-33.2022.5.02.0322;Sentença - Data de assinatura: 27/10/2023;Órgão julgador: 12ª Vara do Trabalho de Guarulhos;• Graneleiro - caminhão que carrega arroz - fabricavam laterais dos graneleiros.Reclamante foi para este setor, mas não lembra quando....
